Monto	Unidad Monetaria	Valor UF	M2	Baños	Dormitorios	Comuna
400000	CLP	10,21	55	1	2	San Miguel
390000	CLP	9,95	50	1	3	San Miguel
380000	CLP	9,7	35	1	1	San Miguel
360000	CLP	9,19	35	1	1	San Miguel
480000	CLP	12,25	60	2	2	San Miguel
500000	CLP	12,76	70	2	2	San Miguel
335000	CLP	8,55	48	1	1	San Miguel
300000	CLP	7,66	35	1	1	San Miguel
390000	CLP	9,95	45	1	2	San Miguel
300000	CLP	7,66	34	1	1	San Miguel
300000	CLP	7,66	45	1	3	San Miguel
300000	CLP	7,66	45	1	3	San Miguel
550000	CLP	14,04	61	2	2	San Miguel
420000	CLP	10,72	52	2	2	San Miguel
420000	CLP	10,72	56	2	2	San Miguel
600000	CLP	15,31	61	2	3	San Miguel
420000	CLP	10,72	52	2	2	San Miguel
480000	CLP	12,25	50	1	2	San Miguel
500000	CLP	12,76	69	2	3	San Miguel
650000	CLP	16,59	66	2	3	San Miguel
400000	CLP	10,21	45	2	2	San Miguel
400000	CLP	10,21	50	1	2	San Miguel
400000	CLP	10,21	52	2	2	San Miguel
280000	CLP	7,15	25	1	1	San Miguel
420000	CLP	10,72	52	2	2	San Miguel
600000	CLP	15,31	60	2	3	San Miguel
550000	CLP	14,04	85	2	3	San Miguel
290000	CLP	7,4	26	1	1	San Miguel
350000	CLP	8,93	47	1	3	San Miguel
320000	CLP	8,17	31	1	1	San Miguel
420000	CLP	10,72	42	1	2	San Miguel
280000	CLP	7,15	34	1	1	San Miguel
450000	CLP	11,49	45	1	2	San Miguel
410000	CLP	10,46	33	1	1	San Miguel
500000	CLP	12,76	45	2	2	San Miguel
580000	CLP	14,8	76	2	3	San Miguel
520000	CLP	13,27	58	2	2	San Miguel
390000	CLP	9,95	42	1	2	San Miguel
520000	CLP	13,27	70	2	2	San Miguel
350000	CLP	8,93	35	1	1	San Miguel
480000	CLP	12,25	65	2	2	San Miguel
380000	CLP	9,7	55	1	2	San Miguel
470000	CLP	12	65	2	2	San Miguel
390000	CLP	9,95	54	2	2	San Miguel
440000	CLP	11,23	55	1	2	San Miguel
480000	CLP	12,25	48	2	2	San Miguel
220000	CLP	5,62	35	1	1	San Miguel
500000	CLP	12,76	70	2	3	San Miguel
550000	CLP	14,04	70	2	3	San Miguel
500000	CLP	12,76	70	2	3	San Miguel
370000	CLP	9,44	35	1	1	San Miguel
370000	CLP	9,44	32	1	1	San Miguel
390000	CLP	9,95	35	1	1	San Miguel
295000	CLP	7,53	32	1	1	San Miguel
310000	CLP	7,91	40	2	2	San Miguel
279000	CLP	7,12	43	1	2	San Miguel
279000	CLP	7,12	43	1	2	San Miguel
279000	CLP	7,12	43	2	2	San Miguel
279000	CLP	7,12	43	2	2	San Miguel
370000	CLP	9,44	35	1	1	San Miguel
260000	CLP	6,64	32	1	1	San Miguel
520000	CLP	13,27	59	2	3	San Miguel
490000	CLP	12,51	56	2	2	San Miguel
350000	CLP	8,93	58	1	3	San Miguel
430000	CLP	10,98	52	2	2	San Miguel
520000	CLP	13,27	57	2	2	San Miguel
320000	CLP	8,17	30	1	1	San Miguel
580000	CLP	14,8	55	2	3	San Miguel
450000	CLP	11,49	64	2	3	San Miguel
500000	CLP	12,76	65	2	2	San Miguel
280000	CLP	7,15	29	1	1	San Miguel
280000	CLP	7,15	30	1	1	San Miguel
280000	CLP	7,15	30	1	1	San Miguel
280000	CLP	7,15	30	1	1	San Miguel
260000	CLP	6,64	27	1	1	San Miguel
340000	CLP	8,68	32	1	1	San Miguel
360000	CLP	9,19	48	1	2	San Miguel
290000	CLP	7,4	37	1	1	San Miguel
300000	CLP	7,66	35	1	1	San Miguel
490000	CLP	12,51	60	2	2	San Miguel
430000	CLP	10,98	40	1	2	San Miguel
350000	CLP	8,93	46	1	2	San Miguel
300000	CLP	7,66	36	1	1	San Miguel
360000	CLP	9,19	31	1	1	San Miguel
420000	CLP	10,72	60	2	2	San Miguel
450000	CLP	11,49	55	1	3	San Miguel
590000	CLP	15,06	64	1	3	San Miguel
350000	CLP	8,93	32	1	1	San Miguel
410000	CLP	10,46	37	1	1	San Miguel
380000	CLP	9,7	55	1	2	San Miguel
315000	CLP	8,04	38	1	2	San Miguel
450000	CLP	11,49	53	2	2	San Miguel
450000	CLP	11,49	55	1	2	San Miguel
480000	CLP	12,25	65	2	2	San Miguel
210000	CLP	5,36	36	1	1	San Miguel
450000	CLP	11,49	42	2	2	San Miguel
280000	CLP	7,15	31	1	1	San Miguel
310000	CLP	7,91	37	1	1	San Miguel
380000	CLP	9,7	42	1	2	San Miguel
440000	CLP	11,23	65	2	2	San Miguel
590000	CLP	15,06	67	2	3	San Miguel
252000	CLP	6,43	28	1	1	San Miguel
430000	CLP	10,98	54	2	2	San Miguel
500000	CLP	12,76	43	1	2	San Miguel
625000	CLP	15,95	75	2	3	San Miguel
500000	CLP	12,76	67	2	3	San Miguel
290000	CLP	7,4	35	1	1	San Miguel
620000	CLP	15,82	87	2	3	San Miguel
16	UF	16	60	2	2	San Miguel
570000	CLP	14,55	48	2	2	San Miguel
710000	CLP	18,12	100	2	3	San Miguel
450000	CLP	11,49	56	1	2	San Miguel
325000	CLP	8,3	45	1	1	San Miguel
400000	CLP	10,21	46	1	1	San Miguel
500000	CLP	12,76	77	2	2	San Miguel
550000	CLP	14,04	60	2	2	San Miguel
300000	CLP	7,66	30	1	1	San Miguel
485000	CLP	12,38	53	1	2	San Miguel
460000	CLP	11,74	44	1	2	San Miguel
450000	CLP	11,49	56	1	2	San Miguel
350000	CLP	8,93	50	2	2	San Miguel
540000	CLP	13,78	77	2	2	San Miguel
650000	CLP	16,59	130	2	3	San Miguel
19	UF	19	102	2	3	San Miguel
400000	CLP	10,21	35	1	2	San Miguel
325000	CLP	8,3	38	1	1	San Miguel
550000	CLP	14,04	54	2	2	San Miguel
500000	CLP	12,76	62	1	1	San Miguel
370000	CLP	9,44	36	1	1	San Miguel
420000	CLP	10,72	49	2	2	San Miguel
410000	CLP	10,46	43	1	2	San Miguel
360000	CLP	9,19	33	1	1	San Miguel
350000	CLP	8,93	30	1	1	San Miguel
285000	CLP	7,27	33	1	1	San Miguel
350000	CLP	8,93	40	1	2	San Miguel
310000	CLP	7,91	34	1	1	San Miguel
345000	CLP	8,81	30	1	1	San Miguel
320000	CLP	8,17	44	1	2	San Miguel
530000	CLP	13,53	50	2	2	San Miguel
430000	CLP	10,98	45	1	2	San Miguel
540000	CLP	13,78	60	2	3	San Miguel
450000	CLP	11,49	55	2	2	San Miguel
410000	CLP	10,46	45	1	3	San Miguel
315000	CLP	8,04	31	1	1	San Miguel
400000	CLP	10,21	50	1	2	San Miguel
250000	CLP	6,38	42	1	2	San Miguel
550000	CLP	14,04	65	2	3	San Miguel
450000	CLP	11,49	50	2	2	San Miguel
490000	CLP	12,51	60	2	3	San Miguel
480000	CLP	12,25	50	2	2	San Miguel
500000	CLP	12,76	63	2	2	San Miguel
600000	CLP	15,31	67	2	3	San Miguel
15	UF	15	69	2	2	San Miguel
450000	CLP	11,49	45	2	2	San Miguel
450000	CLP	11,49	50	1	2	San Miguel
440000	CLP	11,23	52	2	2	San Miguel
430000	CLP	10,98	50	1	2	San Miguel
640000	CLP	16,34	54	2	2	San Miguel
550000	CLP	14,04	57	2	3	San Miguel
430000	CLP	10,98	45	1	2	San Miguel
380000	CLP	9,7	50	1	2	San Miguel
645000	CLP	16,46	53	2	2	San Miguel
500000	CLP	12,76	66	2	2	San Miguel
300000	CLP	7,66	36	1	1	San Miguel
350000	CLP	8,93	40	1	1	San Miguel
350000	CLP	8,93	50	1	1	San Miguel
330000	CLP	8,42	37	1	1	San Miguel
450000	CLP	11,49	47	1	1	San Miguel
460000	CLP	11,74	52	1	2	San Miguel
320000	CLP	8,17	50	1	2	San Miguel
620000	CLP	15,82	85	2	3	San Miguel
620000	CLP	15,82	84	2	3	San Miguel
230000	CLP	5,87	50	2	2	San Miguel
200000	CLP	5,1	30	1	1	San Miguel
650000	CLP	16,59	58	2	3	San Miguel
420000	CLP	10,72	60	2	2	San Miguel
14	UF	14	59	2	2	San Miguel
530000	CLP	13,53	90	2	3	San Miguel
250000	CLP	6,38	30	1	1	San Miguel
27	UF	27	63	2	2	Las Condes
42	UF	42	70	2	2	Las Condes
51	UF	51	110	2	2	Las Condes
4000000	CLP	102,1	303	3	3	Las Condes
30	UF	30	66	2	2	Las Condes
1700000	CLP	43,39	102	3	3	Las Condes
43	UF	43	135	3	3	Las Condes
35	UF	35	90	2	3	Las Condes
3700000	CLP	94,44	297	3	3	Las Condes
78	UF	78	140	3	3	Las Condes
1500000	CLP	38,29	130	3	3	Las Condes
51	UF	51	193	3	3	Las Condes
20	UF	20	36	1	1	Las Condes
17	UF	17	40	1	1	Las Condes
32	UF	32	90	2	2	Las Condes
51	UF	51	140	3	3	Las Condes
43	UF	43	131	3	3	Las Condes
33	UF	33	75	2	2	Las Condes
36	UF	36	128	2	3	Las Condes
1250000	CLP	31,9	56	2	2	Las Condes
1250000	CLP	31,9	56	2	2	Las Condes
790000	CLP	20,16	43	1	1	Las Condes
1800000	CLP	45,94	180	2	2	Las Condes
34	UF	34	76	2	2	Las Condes
16	UF	16	40	1	1	Las Condes
1250000	CLP	31,9	127	2	3	Las Condes
1000000	CLP	25,52	44	1	1	Las Condes
980000	CLP	25,01	85	2	2	Las Condes
690000	CLP	17,61	48	1	1	Las Condes
1290000	CLP	32,93	98	2	3	Las Condes
44	UF	44	100	3	3	Las Condes
1150000	CLP	29,35	95	2	2	Las Condes
1180000	CLP	30,12	84	2	2	Las Condes
36	UF	36	128	2	3	Las Condes
1250000	CLP	31,9	71	2	2	Las Condes
807305	CLP	20,61	46	1	1	Las Condes
1250000	CLP	31,9	56	2	2	Las Condes
1600000	CLP	40,84	140	3	3	Las Condes
39	UF	39	78	2	2	Las Condes
18	UF	18	37	1	1	Las Condes
1100000	CLP	28,08	70	2	2	Las Condes
25	UF	25	38	1	1	Las Condes
630000	CLP	16,08	30	1	1	Las Condes
750000	CLP	19,14	44	1	1	Las Condes
1090000	CLP	27,82	74	2	2	Las Condes
1294000	CLP	33,03	102	2	2	Las Condes
1200000	CLP	30,63	70	2	2	Las Condes
800000	CLP	20,42	47	1	1	Las Condes
650000	CLP	16,59	40	1	1	Las Condes
1280000	CLP	32,67	102	2	3	Las Condes
800000	CLP	20,42	48	1	1	Las Condes
61	UF	61	200	3	3	Las Condes
31	UF	31	62	2	2	Las Condes
19	UF	19	40	1	1	Las Condes
1300000	CLP	33,18	70	2	2	Las Condes
820000	CLP	20,93	37	1	1	Las Condes
46	UF	46	111	2	3	Las Condes
49	UF	49	150	2	2	Las Condes
50	UF	50	114	3	3	Las Condes
86	UF	86	265	3	3	Las Condes
78	UF	78	156	3	3	Las Condes
85	UF	85	221	3	3	Las Condes
35	UF	35	40	1	1	Las Condes
90	UF	90	126	2	2	Las Condes
55	UF	55	242	3	3	Las Condes
47	UF	47	54	1	1	Las Condes
60	UF	60	66	2	2	Las Condes
95	UF	95	300	3	3	Las Condes
40	UF	40	112	2	3	Las Condes
46	UF	46	100	2	3	Las Condes
54	UF	54	71	2	2	Las Condes
100	UF	100	291	3	3	Las Condes
950000	CLP	24,25	56	2	2	Las Condes
1550000	CLP	39,56	58	2	2	Las Condes
1800000	CLP	45,94	136	3	3	Las Condes
22	UF	22	56	1	1	Las Condes
900000	CLP	22,97	75	2	3	Las Condes
26	UF	26	42	1	1	Las Condes
42	UF	42	72	2	2	Las Condes
2300000	CLP	58,7	138	3	3	Las Condes
65	UF	65	132	3	3	Las Condes
1200000	CLP	30,63	62	2	2	Las Condes
950000	CLP	24,25	58	2	2	Las Condes
1050000	CLP	26,8	68	2	3	Las Condes
900000	CLP	22,97	80	2	3	Las Condes
58	UF	58	191	3	3	Las Condes
23	UF	23	40	1	1	Las Condes
1100000	CLP	28,08	75	2	2	Las Condes
1100000	CLP	28,08	75	2	2	Las Condes
60	UF	60	132	3	3	Las Condes
2500000	CLP	63,81	330	3	3	Las Condes
40	UF	40	130	2	3	Las Condes
50	UF	50	140	3	3	Las Condes
19	UF	19	40	1	1	Las Condes
32	UF	32	90	3	3	Las Condes
46	UF	46	136	2	3	Las Condes
1900000	CLP	48,5	176	3	3	Las Condes
1100000	CLP	28,08	70	2	2	Las Condes
23	UF	23	42	2	2	Las Condes
18	UF	18	33	1	1	Las Condes
30	UF	30	73	2	2	Las Condes
2400000	CLP	61,26	100	2	2	Las Condes
900000	CLP	22,97	85	2	3	Las Condes
50	UF	50	241	3	3	Las Condes
79	UF	79	140	3	3	Las Condes
20	UF	20	38	1	1	Las Condes
1400000	CLP	35,73	88	2	3	Las Condes
1750000	CLP	44,67	97	2	2	Las Condes
1800000	CLP	45,94	137	3	3	Las Condes
42	UF	42	72	2	2	Las Condes
42	UF	42	42	1	1	Las Condes
62	UF	62	42	2	2	Las Condes
1000000	CLP	25,52	80	2	2	Las Condes
58	UF	58	140	2	3	Las Condes
70	UF	70	140	2	2	Las Condes
1100000	CLP	28,08	70	2	2	Las Condes
26	UF	26	37	1	1	Las Condes
970000	CLP	24,76	45	1	1	Las Condes
1350000	CLP	34,46	75	2	2	Las Condes
1200000	CLP	30,63	100	2	3	Las Condes
1500000	CLP	38,29	110	2	3	Las Condes
20	UF	20	50	1	1	Las Condes
120	UF	120	33	3	3	Las Condes
28	UF	28	122	2	3	Las Condes
60	UF	60	235	3	3	Las Condes
48,5	UF	48,5	176	3	3	Las Condes
48,5	UF	48,5	86	2	3	Las Condes
100	UF	100	291	3	3	Las Condes
70	UF	70	252	3	3	Las Condes
150	UF	150	33	3	3	Las Condes
90	UF	90	139	3	3	Las Condes
85	UF	85	235	3	3	Las Condes
75	UF	75	127	2	3	Las Condes
120	UF	120	221	3	3	Las Condes
95	UF	95	140	3	3	Las Condes
100	UF	100	127	2	3	Las Condes
33	UF	33	61	2	2	Las Condes
90	UF	90	266	3	3	Las Condes
36	UF	36	90	2	3	Las Condes
35	UF	35	48	1	1	Las Condes
115	UF	115	333	2	2	Las Condes
23	UF	23	50	1	1	Las Condes
800000	CLP	20,42	40	1	1	Las Condes
1550000	CLP	39,56	123	3	3	Las Condes
19	UF	19	40	1	1	Las Condes
1200000	CLP	30,63	86	2	2	Las Condes
2500000	CLP	63,81	128	2	2	Las Condes
2050000	CLP	52,32	80	2	2	Las Condes
2400000	CLP	61,26	120	2	2	Las Condes
900000	CLP	22,97	74	2	2	Las Condes
1200000	CLP	30,63	114	2	3	Las Condes
880000	CLP	22,46	98	2	3	Las Condes
2100000	CLP	53,6	136	3	3	Las Condes
1800000	CLP	45,94	150	3	3	Las Condes
27	UF	27	97	2	2	Las Condes
34	UF	34	80	3	3	Las Condes
2390000	CLP	61	117	2	2	Las Condes
1350000	CLP	34,46	76	1	1	Las Condes
800000	CLP	20,42	54	1	1	Las Condes
27	UF	27	67	2	2	Las Condes
1000000	CLP	25,52	75	2	2	Las Condes
780000	CLP	19,91	35	1	1	Las Condes
20	UF	20	40	1	1	Las Condes
70	UF	70	140	3	3	Las Condes
46	UF	46	120	3	3	Las Condes
31	UF	31	62	2	2	Las Condes
61,12	UF	61,12	200	3	3	Las Condes
31	UF	31	60	2	2	Las Condes
31	UF	31	60	2	2	Las Condes
1550000	CLP	39,56	125	2	2	Las Condes
800000	CLP	20,42	48	1	1	Las Condes
30	UF	30	80	2	2	Las Condes
24,2	UF	24,2	58	1	2	Las Condes
28	UF	28	75	2	2	Las Condes
28	UF	28	82	2	2	Las Condes
26,5	UF	26,5	57	1	2	Las Condes
46	UF	46	132	3	3	Las Condes
1080000	CLP	27,57	100	2	3	Las Condes
14	UF	14	25	1	1	Las Condes
25	UF	25	73	2	2	Las Condes
18	UF	18	48	1	1	Las Condes
44	UF	44	105	3	3	Las Condes
52	UF	52	63	2	2	Las Condes
620000	CLP	15,82	35	1	1	Las Condes
55	UF	55	145	3	3	Las Condes
80,5	UF	80,5	140	3	3	Las Condes
53	UF	53	105	2	2	Las Condes
1050000	CLP	26,8	64	2	2	Las Condes
950000	CLP	24,25	58	2	2	Las Condes
1400000	CLP	35,73	126	3	3	Las Condes
48	UF	48	129	3	3	Las Condes
1590000	CLP	40,58	100	2	2	Las Condes
1650000	CLP	42,11	80	2	2	Las Condes
820000	CLP	20,93	68	2	3	Las Condes
35	UF	35	100	2	2	Las Condes
15,3	UF	15,3	37	1	1	Las Condes
2450000	CLP	62,53	180	2	2	Las Condes
84	UF	84	235	3	3	Las Condes
3800000	CLP	96,99	38	3	3	Las Condes
135	UF	135	160	2	2	Las Condes
34	UF	34	110	3	3	Las Condes
850000	CLP	21,7	37	1	1	Las Condes
25	UF	25	45	1	1	Las Condes
1100000	CLP	28,08	90	2	3	Las Condes
55	UF	55	160	3	3	Las Condes
94	UF	94	291	3	3	Las Condes
1900000	CLP	48,5	170	3	3	Las Condes
79	UF	79	111	2	2	Las Condes
95	UF	95	140	3	3	Las Condes
100	UF	100	140	3	3	Las Condes
84	UF	84	156	3	3	Las Condes
62	UF	62	70	2	2	Las Condes
1100000	CLP	28,08	84	2	3	Las Condes
1000000	CLP	25,52	92	2	3	Las Condes
1300000	CLP	33,18	70	2	2	Las Condes
1200000	CLP	30,63	63	2	2	Las Condes
850000	CLP	21,7	80	2	3	Las Condes
2500000	CLP	63,81	95	1	2	Las Condes
28	UF	28	75	2	2	Las Condes
27	UF	27	86	2	3	Las Condes
146	UF	146	334	2	2	Las Condes
86	UF	86	315	3	3	Las Condes
100	UF	100	291	3	3	Las Condes
70	UF	70	220	3	3	Las Condes
60	UF	60	89	2	3	Las Condes
105	UF	105	156	3	3	Las Condes
30	UF	30	102	2	3	Las Condes
990000	CLP	25,27	90	2	3	Las Condes
28	UF	28	84	2	3	Las Condes
1200000	CLP	30,63	71	2	2	Las Condes
700000	CLP	17,87	40	1	1	Las Condes
49	UF	49	150	2	2	Las Condes
16	UF	16	40	1	1	Las Condes
950000	CLP	24,25	85	2	3	Las Condes
1200000	CLP	30,63	45	1	1	Las Condes
19,5	UF	19,5	41	1	1	Las Condes
45	UF	45	130	2	2	Las Condes
23	UF	23	46	2	2	Las Condes
19,5	UF	19,5	42	1	1	Las Condes
30	UF	30	78	2	2	Las Condes
17	UF	17	40	1	1	Las Condes
50	UF	50	143	3	3	Las Condes
35	UF	35	72	2	2	Las Condes
40	UF	40	88	2	3	Las Condes
60	UF	60	140	2	2	Las Condes
75	UF	75	260	3	3	Las Condes
65	UF	65	135	3	3	Las Condes
34	UF	34	97	2	2	Las Condes
42	UF	42	72	2	2	Las Condes
950000	CLP	24,25	57	2	2	Las Condes
19,5	UF	19,5	40	1	1	Las Condes
42	UF	42	96	2	2	Las Condes
100	UF	100	140	3	3	Las Condes
19	UF	19	35	1	1	Las Condes
90	UF	90	140	3	3	Las Condes
660000	CLP	16,85	55	2	2	Las Condes
2400000	CLP	61,26	120	3	3	Las Condes
29	UF	29	55	1	1	Las Condes
36	UF	36	153	3	3	Las Condes
1400000	CLP	35,73	80	2	2	Las Condes
1250000	CLP	31,9	56	2	2	Las Condes
1250000	CLP	31,9	56	2	2	Las Condes
1250000	CLP	31,9	56	2	2	Las Condes
35	UF	35	85	2	2	Las Condes
650000	CLP	16,59	45	1	1	Las Condes
18	UF	18	37	1	1	Las Condes
32	UF	32	60	2	2	Las Condes
790000	CLP	20,16	43	1	1	Las Condes
790000	CLP	20,16	45	1	1	Las Condes
790000	CLP	20,16	43	1	1	Las Condes
790000	CLP	20,16	43	1	1	Las Condes
1350000	CLP	34,46	115	3	3	Las Condes
2000000	CLP	51,05	121	3	3	Las Condes
25	UF	25	78	2	3	Las Condes
1800000	CLP	45,94	80	2	2	Las Condes
130	UF	130	290	3	3	Las Condes
680000	CLP	17,36	38	1	1	Las Condes
1500000	CLP	38,29	180	3	3	Las Condes
42	UF	42	130	3	3	Las Condes
850000	CLP	21,7	45	1	1	Las Condes
2400000	CLP	61,26	128	2	2	Las Condes
1050000	CLP	26,8	77	2	3	Las Condes
75	UF	75	265	3	3	Las Condes
46	UF	46	138	3	3	Las Condes
24	UF	24	68	2	2	Las Condes
135	UF	135	281	2	2	Las Condes
28	UF	28	70	2	2	Las Condes
18	UF	18	30	1	1	Las Condes
1179000	CLP	30,09	59	2	2	Las Condes
720000	CLP	18,38	65	1	1	Las Condes
840000	CLP	21,44	65	2	2	Las Condes
400000	CLP	10,21	40	1	1	Las Condes
950000	CLP	24,25	72	2	2	Las Condes
1400000	CLP	35,73	80	2	2	Las Condes
2100000	CLP	53,6	100	3	3	Las Condes
1300000	CLP	33,18	65	2	2	Las Condes
37	UF	37	110	3	3	Las Condes
1350000	CLP	34,46	147	3	3	Las Condes
750000	CLP	19,14	40	1	1	Las Condes
950000	CLP	24,25	52	1	1	Las Condes
30	UF	30	88	2	2	Las Condes
24	UF	24	80	2	2	Las Condes
41,5	UF	41,5	135	3	3	Las Condes
17	UF	17	38	1	1	Las Condes
1300000	CLP	33,18	120	2	3	Las Condes
950000	CLP	24,25	70	2	2	Las Condes
690000	CLP	17,61	44	1	1	Las Condes
830000	CLP	21,18	48	1	1	Las Condes
1190000	CLP	30,37	68	2	2	Las Condes
32	UF	32	68	2	2	Las Condes
30	UF	30	68	1	1	Las Condes
950000	CLP	24,25	40	1	1	Las Condes
1090000	CLP	27,82	84	2	2	Las Condes
1780000	CLP	45,43	95	3	3	Las Condes
2290000	CLP	58,45	95	3	3	Las Condes
950000	CLP	24,25	45	1	1	Las Condes
1950000	CLP	49,77	118	3	3	Las Condes
2300000	CLP	58,7	120	3	3	Las Condes
850000	CLP	21,7	36	1	1	Las Condes
2400000	CLP	61,26	120	2	2	Las Condes
58	UF	58	180	3	3	Las Condes
1400000	CLP	35,73	60	2	2	Las Condes
1100000	CLP	28,08	43	1	1	Las Condes
1550000	CLP	39,56	123	3	3	Las Condes
1300000	CLP	33,18	97	2	3	Las Condes
750000	CLP	19,14	35	1	1	Las Condes
33	UF	33	102	2	2	Las Condes
30,6	UF	30,6	83	2	3	Las Condes
27	UF	27	69	2	2	Las Condes
2000000	CLP	51,05	64	1	1	Las Condes
2400000	CLP	61,26	120	2	2	Las Condes
18	UF	18	36	1	1	Las Condes
23	UF	23	42	1	1	Las Condes
5000000	CLP	127,62	327	3	3	Las Condes
1300000	CLP	33,18	102	2	3	Las Condes
23	UF	23	56	2	2	Las Condes
50	UF	50	140	3	3	Las Condes
790000	CLP	20,16	43	1	1	Las Condes
920000	CLP	23,48	45	2	2	Las Condes
16	UF	16	30	1	1	Las Condes
1800000	CLP	45,94	90	2	2	Las Condes
28,06	UF	28,06	85	2	3	Las Condes
1500000	CLP	38,29	130	3	3	Las Condes
18,5	UF	18,5	40	1	1	Las Condes
2200000	CLP	56,15	90	2	2	Las Condes
1290000	CLP	32,93	70	2	2	Las Condes
1300000	CLP	33,18	68	2	2	Las Condes
42	UF	42	90	2	2	Las Condes
750000	CLP	19,14	40	1	1	Las Condes
33	UF	33	70	2	2	Las Condes
1490000	CLP	38,03	102	2	3	Las Condes
1200000	CLP	30,63	90	2	3	Las Condes
25	UF	25	140	3	3	Las Condes
1200000	CLP	30,63	77	2	2	Las Condes
880000	CLP	22,46	110	2	3	Las Condes
850000	CLP	21,7	35	1	1	Las Condes
31,85	UF	31,85	120	2	3	Las Condes
42	UF	42	113	3	3	Las Condes
85	UF	85	139	3	3	Las Condes
23	UF	23	41	1	1	Las Condes
21	UF	21	46	1	1	Las Condes
1100000	CLP	28,08	95	2	2	Las Condes
60	UF	60	132	3	3	Las Condes
41	UF	41	90	3	3	Las Condes
48	UF	48	108	2	3	Las Condes
1200000	CLP	30,63	63	2	2	Las Condes
140	UF	140	248	3	3	Las Condes
95	UF	95	32	3	3	Las Condes
36	UF	36	74	2	2	Las Condes
1100000	CLP	28,08	65	2	2	Las Condes
1000000	CLP	25,52	65	2	2	Las Condes
29	UF	29	111	3	3	Las Condes
23	UF	23	36	1	1	Las Condes
1000000	CLP	25,52	62	2	2	Las Condes
21,6	UF	21,6	76	2	3	Las Condes
75	UF	75	225	3	3	Las Condes
75	UF	75	225	3	3	Las Condes
100	UF	100	140	3	3	Las Condes
1000000	CLP	25,52	58	2	2	Las Condes
90	UF	90	140	3	3	Las Condes
110	UF	110	255	3	3	Las Condes
70	UF	70	220	3	3	Las Condes
79	UF	79	140	3	3	Las Condes
2390000	CLP	61	115	2	2	Las Condes
30	UF	30	64	2	2	Las Condes
65	UF	65	140	3	3	Las Condes
65	UF	65	140	3	3	Las Condes
110	UF	110	250	3	3	Las Condes
110	UF	110	250	3	3	Las Condes
600000	CLP	15,31	22	1	1	Las Condes
26	UF	26	75	2	2	Las Condes
52	UF	52	63	2	2	Las Condes
36	UF	36	74	2	2	Las Condes
45	UF	45	95	2	2	Las Condes
835000	CLP	21,31	70	1	2	Las Condes
550000	CLP	14,04	30	1	1	Las Condes
900000	CLP	22,97	73	2	2	Las Condes
900000	CLP	22,97	85	3	3	Las Condes
800000	CLP	20,42	42	1	1	Las Condes
22	UF	22	55	2	2	Las Condes
22,5	UF	22,5	64	2	2	Las Condes
780000	CLP	19,91	40	1	1	Las Condes
26	UF	26	70	2	2	Las Condes
980000	CLP	25,01	80	2	2	Las Condes
706807	CLP	18,04	40	1	1	Las Condes
950000	CLP	24,25	60	1	1	Las Condes
950000	CLP	24,25	60	1	1	Las Condes
860000	CLP	21,95	61	2	2	Las Condes
18	UF	18	52	1	1	Las Condes
38	UF	38	75	2	2	Las Condes
1100000	CLP	28,08	100	2	2	Las Condes
25	UF	25	60	2	2	Las Condes
30	UF	30	100	2	2	Las Condes
16	UF	16	30	1	1	Las Condes
850000	CLP	21,7	70	2	2	Las Condes
1200000	CLP	30,63	87	3	3	Las Condes
38	UF	38	92	3	3	Las Condes
1000000	CLP	25,52	94	2	2	Las Condes
950000	CLP	24,25	100	2	3	Las Condes
2200000	CLP	56,15	140	3	3	Las Condes
19	UF	19	43	1	1	Las Condes
750000	CLP	19,14	70	1	2	Las Condes
18	UF	18	40	1	1	Las Condes
500000	CLP	12,76	30	1	1	Las Condes
1350000	CLP	34,46	90	2	3	Las Condes
39,5	UF	39,5	96	2	3	Las Condes
1550000	CLP	39,56	147	2	3	Las Condes
1765000	CLP	45,05	71	2	2	Las Condes
1390000	CLP	35,48	135	2	3	Las Condes
952515	CLP	24,31	45	1	1	Las Condes
950722	CLP	24,27	46	1	1	Las Condes
1821000	CLP	46,48	71	2	2	Las Condes
835741	CLP	21,33	46	1	1	Las Condes
867540	CLP	22,14	45	1	1	Las Condes
950389	CLP	24,26	45	1	1	Las Condes
986598	CLP	25,18	46	1	1	Las Condes
1550000	CLP	39,56	71	2	2	Las Condes
1537000	CLP	39,23	68	2	2	Las Condes
1300000	CLP	33,18	70	2	2	Las Condes
1350000	CLP	34,46	74	2	2	Las Condes
1900000	CLP	48,5	74	2	2	Las Condes
45	UF	45	101	2	2	Las Condes
1500000	CLP	38,29	70	2	2	Las Condes
1850000	CLP	47,22	71	2	2	Las Condes
1300000	CLP	33,18	147	3	3	Las Condes
38	UF	38	149	2	3	Las Condes
38,25	UF	38,25	135	3	3	Las Condes
100	UF	100	335	3	3	Las Condes
46	UF	46	190	3	3	Las Condes
48,5	UF	48,5	140	2	3	Las Condes
1250000	CLP	31,9	116	3	3	Las Condes
1600000	CLP	40,84	116	3	3	Las Condes
1100000	CLP	28,08	75	2	2	Las Condes
30	UF	30	70	2	2	Las Condes
25	UF	25	72	2	2	Las Condes
46	UF	46	135	3	3	Las Condes
1450000	CLP	37,01	120	3	3	Las Condes
30	UF	30	56	2	2	Las Condes
620000	CLP	15,82	52	1	2	Las Condes
34	UF	34	95	2	3	Las Condes
590000	CLP	15,06	41	1	1	Las Condes
27,5	UF	27,5	62	2	2	Las Condes
